id;nombre;precio;numero_cajas;tipo;tamaño;color;descripcion;dimensiones;material;carga;frecuencia;potencia;tension
785;BILLY;560000;5;dormitorio;Mediano;Verde;Sin descripcion;;;;;;
786;JONAXEL;760000;3;dormitorio;Grande;Verde;Uno de los productos mas vendidos;;;;;;
787;VITTSJÖ;828000;2;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
788;JONAXEL;780000;4;dormitorio;Pequeño;Verde;Uno de los productos mas vendidos;;;;;;
789;BROR;300000;3;dormitorio;Grande;Amarillo;Uno de los productos mas vendidos;;;;;;
790;IVAR;888000;3;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
791;ALGOT / BROR;1048800;1;dormitorio;Mediano;Verde;Sin descripcion;;;;;;
792;BROR;900000;2;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
793;ALGOT;310880;3;dormitorio;Mediano;Verde;Sin descripcion;;;;;;
794;IVAR;728000;1;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
795;JONAXEL;504000;1;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
796;TIMMERVIKEN;80000;5;dormitorio;Grande;Verde;Uno de los productos mas vendidos;;;;;;
797;IVAR;60000;2;dormitorio;Grande;Violeta;Sin descripcion;;;;;;
798;ALGOT;196000;4;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
799;ALGOT;475200;4;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
800;SVALNÄS;1656000;4;dormitorio;Pequeño;Amarillo;Uno de los productos mas vendidos;;;;;;
801;JONAXEL;584000;2;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
802;ALGOT;236800;3;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
803;TIMMERVIKEN;92000;5;living;;;;7x10x7;Plastico;28.0;;;
804;BESTÅ;1480000;1;living;;;;4x7x9;Organico;26.0;;;
805;TIMMERVIKEN;80000;3;living;;;;4x9x1;Madera;39.0;;;
806;BESTÅ;656000;3;living;;;;9x10x1;Reciclado;50.0;;;
807;GLASSVIK;140000;2;living;;;;3x8x1;Madera;28.0;;;
808;KALLAX;200000;3;living;;;;7x9x10;Plastico;29.0;;;
809;EKET;248800;1;living;;;;9x9x10;Plastico;4.0;;;
810;IVAR;236000;4;living;;;;7x5x5;Organico;37.0;;;
811;LOMMARP;892800;1;living;;;;3x7x8;Organico;39.0;;;
812;DETOLF;236000;1;living;;;;5x4x9;Organico;37.0;;;
813;KALLAX;400000;3;living;;;;5x9x6;Plastico;2.0;;;
814;BILLY / OXBERG;252000;2;living;;;;6x6x4;Reciclado;29.0;;;
815;SYVDE;476000;3;living;;;;2x8x6;Madera;42.0;;;
816;EKET;301600;2;living;;;;3x5x10;Plastico;50.0;;;
817;LIXHULT;464000;5;living;;;;5x10x2;Reciclado;47.0;;;
818;LIXHULT;140000;5;living;;;;9x6x7;Reciclado;30.0;;;
819;BILLY / OXBERG;156000;1;living;;;;7x9x2;Plastico;48.0;;;
820;HEMNES;1276000;1;living;;;;2x2x5;Madera;8.0;;;
821;BILLY / OXBERG;308000;3;living;;;;2x4x5;Plastico;37.0;;;
822;BESTÅ;736000;2;living;;;;8x4x4;Madera;34.0;;;
823;LIXHULT;280000;1;living;;;;9x8x5;Madera;4.0;;;
824;BRUSALI;476000;5;living;;;;3x6x3;Plastico;36.0;;;
825;IVAR;276000;1;living;;;;8x10x2;Madera;50.0;;;
826;BRIMNES;356000;4;living;;;;7x8x4;Plastico;13.0;;;
827;LIXHULT;284800;2;living;;;;10x2x8;Reciclado;21.0;;;
828;BRIMNES;316000;5;living;;;;5x4x9;Madera;15.0;;;
829;ROTHULT;76000;4;living;;;;2x10x8;Madera;32.0;;;
830;BRUSALI;300000;1;living;;;;9x6x8;Plastico;23.0;;;
831;HEMNES;1116000;4;living;;;;4x8x6;Plastico;9.0;;;
832;LIXHULT;530400;3;living;;;;2x6x9;Madera;42.0;;;
833;BILLY / OXBERG;460000;1;living;;;;7x8x3;Madera;20.0;;;
834;LIATORP;1036000;5;living;;;;4x2x5;Organico;17.0;;;
835;BESTÅ;1496000;4;living;;;;7x10x1;Organico;25.0;;;
836;LIATORP;1076000;1;living;;;;5x3x1;Reciclado;25.0;;;
837;IVAR;352000;5;living;;;;2x10x2;Plastico;46.0;;;
838;LIXHULT;116000;4;living;;;;8x10x5;Reciclado;30.0;;;
839;BRIMNES;380800;3;living;;;;4x8x2;Madera;19.0;;;
840;EKET;524800;3;living;;;;1x4x4;Plastico;27.0;;;
841;MILSBO;796000;5;living;;;;4x1x2;Madera;25.0;;;
842;BILLY / OXBERG;732000;3;living;;;;10x3x6;Reciclado;11.0;;;
843;HAVSTA;740000;3;living;;;;3x5x2;Madera;43.0;;;
844;LIATORP;1156000;3;living;;;;6x6x8;Madera;29.0;;;
845;LIXHULT;327200;4;living;;;;9x5x8;Plastico;18.0;;;
846;IKEA PS;340000;3;living;;;;9x4x9;Organico;13.0;;;
847;EKET;496000;2;living;;;;2x10x4;Organico;38.0;;;
848;FABRIKÖR;508800;1;living;;;;9x4x5;Organico;1.0;;;
849;BESTÅ;836000;5;living;;;;7x7x10;Madera;30.0;;;
850;BILLY;412800;2;living;;;;3x10x8;Madera;7.0;;;
851;REGISSÖR;636800;2;living;;;;8x3x3;Reciclado;8.0;;;
852;BESTÅ;784000;2;living;;;;9x2x2;Madera;15.0;;;
853;BESTÅ;1976000;2;living;;;;10x1x9;Organico;25.0;;;
854;BILLY / MORLIDEN;196000;3;living;;;;1x7x10;Organico;50.0;;;
855;EDVALLA;20000;2;living;;;;4x7x10;Madera;8.0;;;
856;PLATSA;1014400;5;living;;;;3x9x8;Plastico;34.0;;;
857;LIXHULT;71200;1;living;;;;5x1x1;Madera;36.0;;;
858;HEMNES;476000;3;living;;;;3x3x8;Reciclado;37.0;;;
859;BESTÅ;1120000;2;living;;;;1x9x2;Organico;11.0;;;
860;BRYGGJA;477600;2;living;;;;4x3x6;Plastico;40.0;;;
861;BILLY / OXBERG;744000;1;living;;;;2x6x3;Madera;16.0;;;
862;LIXHULT;560000;2;living;;;;4x6x5;Organico;23.0;;;
863;LIXHULT;142400;2;living;;;;7x8x3;Organico;23.0;;;
864;BEKANT;1111200;5;living;;;;3x3x7;Reciclado;40.0;;;
865;ERIK;476000;1;living;;;;5x9x4;Madera;40.0;;;
866;BESTÅ;20000;1;living;;;;7x6x5;Madera;4.0;;;
867;BESTÅ;136000;3;living;;;;3x2x5;Madera;16.0;;;
868;MALSJÖ;1680000;1;living;;;;3x10x2;Organico;3.0;;;
869;HAVSTA;556000;2;living;;;;3x5x8;Reciclado;35.0;;;
870;LIXHULT;514400;5;living;;;;6x9x5;Plastico;11.0;;;
871;GALANT;4232000;1;living;;;;6x8x10;Madera;13.0;;;
872;GALANT;756000;4;living;;;;9x6x6;Organico;29.0;;;
873;HÄLLAN;700000;2;living;;;;10x10x6;Plastico;25.0;;;
874;UPPLEVA;116000;4;living;;;;9x9x6;Organico;20.0;;;
875;HÄLLAN;560000;5;living;;;;3x6x3;Plastico;5.0;;;
876;BESTÅ;180000;2;living;;;;3x4x9;Organico;43.0;;;
877;FABRIKÖR;540800;2;living;;;;4x1x8;Madera;23.0;;;
878;BILLY / MORLIDEN;332000;2;living;;;;7x7x9;Organico;19.0;;;
879;GUBBARP;2400;1;living;;;;6x1x6;Madera;33.0;;;
880;EKET;998400;2;living;;;;1x7x4;Madera;22.0;;;
881;IDÅSEN;796000;2;living;;;;3x3x10;Reciclado;17.0;;;
882;BESTÅ;380000;1;living;;;;8x3x1;Plastico;15.0;;;
883;HAVSTA;780000;4;living;;;;9x7x9;Organico;39.0;;;
884;BESTÅ;20000;2;living;;;;10x2x6;Reciclado;40.0;;;
885;BESTÅ;20000;5;living;;;;8x1x7;Madera;16.0;;;
886;BESTÅ;336000;2;living;;;;6x1x9;Madera;5.0;;;
887;LIXHULT;406400;4;living;;;;7x10x8;Plastico;25.0;;;
888;BRIMNES;761600;5;living;;;;6x8x5;Organico;3.0;;;
889;HAVSTA;1520000;2;living;;;;7x2x9;Reciclado;28.0;;;
890;BESTÅ BURS;956000;5;living;;;;1x8x2;Madera;16.0;;;
891;MARKERAD;477600;1;living;;;;8x3x8;Madera;37.0;;;
892;EKET;284800;1;living;;;;10x8x1;Plastico;37.0;;;
893;GALANT;5184000;3;living;;;;7x6x8;Reciclado;14.0;;;
894;HÄLLAN;520000;1;living;;;;4x10x1;Organico;19.0;;;
895;HAVSTA;796000;5;living;;;;5x6x10;Reciclado;6.0;;;
896;BESTÅ;1044000;5;living;;;;4x2x4;Organico;3.0;;;
897;EKET;156000;3;living;;;;8x1x10;Madera;41.0;;;
898;BESTÅ;20000;3;living;;;;5x8x1;Organico;25.0;;;
899;HAVSTA;992000;4;living;;;;2x9x10;Plastico;38.0;;;
900;BESTÅ;2384000;3;living;;;;3x3x2;Plastico;29.0;;;
901;REGISSÖR;1084800;5;living;;;;1x7x1;Madera;43.0;;;
902;BESTÅ;384000;1;living;;;;8x7x10;Madera;46.0;;;
903;HÄLLAN;260000;3;living;;;;8x10x3;Madera;13.0;;;
904;BESTÅ;816000;1;living;;;;7x3x7;Reciclado;32.0;;;
905;LIXHULT;290400;5;living;;;;10x9x6;Organico;24.0;;;
906;FIXA;4480;4;living;;;;9x2x10;Organico;9.0;;;
907;ENERYDA;17600;5;living;;;;2x3x8;Madera;20.0;;;
908;HAVSTA;64000;1;living;;;;8x3x4;Plastico;28.0;;;
909;BESTÅ;408000;3;living;;;;7x6x10;Plastico;8.0;;;
910;BESTÅ;80000;2;living;;;;9x1x10;Reciclado;30.0;;;
911;LIATORP;3468000;5;living;;;;8x2x9;Plastico;39.0;;;
912;BESTÅ;772000;2;living;;;;7x4x5;Madera;49.0;;;
913;EDVALLA;20000;3;living;;;;10x1x1;Organico;50.0;;;
914;BESTÅ;100000;4;living;;;;1x4x9;Reciclado;7.0;;;
915;BESTÅ;740000;3;living;;;;7x4x8;Madera;45.0;;;
916;BESTÅ;20000;1;living;;;;4x6x4;Plastico;5.0;;;
917;LIXHULT;79200;1;living;;;;4x6x1;Reciclado;28.0;;;
918;HEDRA;7200;4;living;;;;5x3x4;Organico;16.0;;;
919;NANNARP;32000;1;living;;;;10x1x3;Reciclado;17.0;;;
920;SELSVIKEN;100000;1;living;;;;1x3x9;Plastico;26.0;;;
921;HAVSTA;676000;1;living;;;;5x6x10;Organico;27.0;;;
922;HAVSTA;1240000;3;living;;;;1x7x2;Madera;49.0;;;
923;HACKÅS;25600;4;living;;;;1x5x5;Reciclado;17.0;;;
924;BESTÅ;300000;2;living;;;;9x8x6;Plastico;8.0;;;
925;LAPPVIKEN;36000;3;living;;;;3x7x5;Reciclado;2.0;;;
926;BESTÅ;24000;1;living;;;;4x10x10;Plastico;20.0;;;
927;BILLY / OXBERG;1112000;2;living;;;;6x9x3;Plastico;2.0;;;
928;BESTÅ;180000;2;living;;;;6x10x2;Organico;13.0;;;
929;HÄLLAN;220000;3;living;;;;4x1x5;Reciclado;44.0;;;
930;HAVSTA;1036000;4;living;;;;4x6x8;Plastico;9.0;;;
931;GALANT;2036000;4;living;;;;5x9x6;Reciclado;22.0;;;
932;BESTÅ;1280400;2;living;;;;5x5x1;Organico;30.0;;;
933;LIXHULT;213600;5;living;;;;2x8x4;Organico;30.0;;;
934;BESTÅ;1256000;5;living;;;;3x5x1;Plastico;16.0;;;
935;NOTVIKEN;48000;3;living;;;;9x7x9;Madera;44.0;;;
936;BESTÅ;1456000;3;living;;;;8x2x7;Plastico;44.0;;;
937;ENERYDA;28000;3;living;;;;10x9x8;Madera;6.0;;;
938;BESTÅ;108000;5;living;;;;6x5x2;Plastico;20.0;;;
939;BESTÅ / EKET;1175200;1;living;;;;9x7x8;Organico;9.0;;;
940;EKET;91200;3;living;;;;4x1x7;Madera;45.0;;;
941;BILLY / OXBERG;1836000;5;living;;;;2x1x1;Plastico;7.0;;;
942;HÄLLAN;1260000;4;living;;;;2x2x5;Plastico;2.0;;;
943;HAVSTA;2116000;5;living;;;;3x8x9;Madera;28.0;;;
944;LAPPVIKEN;25200;5;living;;;;4x6x3;Reciclado;35.0;;;
945;LIXHULT;672800;2;living;;;;6x8x1;Madera;50.0;;;
946;BEKANT;1084000;5;living;;;;3x7x7;Madera;17.0;;;
947;BILLSBRO;12000;2;living;;;;9x1x6;Madera;15.0;;;
948;MÖLLARP;9600;5;living;;;;9x2x10;Organico;34.0;;;
949;KALLVIKEN;76000;5;living;;;;5x8x6;Reciclado;13.0;;;
950;BESTÅ;120000;2;living;;;;5x3x10;Plastico;39.0;;;
951;IDÅSEN;1196000;4;living;;;;9x8x1;Organico;2.0;;;
952;HAVSTA;1272000;2;living;;;;1x8x5;Plastico;43.0;;;
953;HAVSTA;1560000;5;living;;;;2x8x9;Plastico;41.0;;;
954;LIXHULT;311200;1;living;;;;3x7x1;Plastico;40.0;;;
955;BILLSBRO;44000;3;living;;;;6x6x1;Reciclado;25.0;;;
956;BESTÅ;1240000;5;living;;;;9x8x6;Organico;27.0;;;
957;STALLARP;36000;4;living;;;;9x10x3;Plastico;17.0;;;
958;EKET;1112800;1;living;;;;8x2x8;Organico;3.0;;;
959;SELSVIKEN;120000;5;living;;;;10x6x1;Organico;42.0;;;
960;HÄLLAN;260000;4;living;;;;4x6x1;Plastico;13.0;;;
961;KALLRÖR;20000;5;living;;;;2x3x4;Organico;14.0;;;
962;ÖSTERNÄS;39200;4;living;;;;5x5x9;Reciclado;18.0;;;
963;ENERYDA;28000;5;living;;;;1x2x1;Organico;44.0;;;
964;STUBBARP;28000;2;living;;;;9x3x7;Organico;41.0;;;
965;BESTÅ;20000;5;living;;;;7x2x5;Plastico;27.0;;;
966;BESTÅ;48000;5;living;;;;5x6x3;Madera;14.0;;;
967;BESTÅ;476000;5;living;;;;10x9x10;Organico;12.0;;;
968;ENERYDA;28000;1;living;;;;9x5x3;Organico;23.0;;;
969;BEKANT;1035200;1;living;;;;6x3x8;Madera;40.0;;;
970;HAVSTA;716000;4;living;;;;10x2x5;Plastico;34.0;;;
971;BILLSBRO;28000;2;living;;;;8x9x6;Madera;2.0;;;
972;BESTÅ;156000;3;living;;;;1x2x9;Organico;18.0;;;
973;GALANT;3632000;3;living;;;;1x2x4;Madera;1.0;;;
974;LIXHULT;158400;4;living;;;;6x7x7;Reciclado;43.0;;;
975;IDÅSEN;872000;2;living;;;;6x7x10;Organico;14.0;;;
976;HAVSTA;3664000;3;living;;;;2x4x6;Organico;31.0;;;
977;LIXHULT;396000;4;living;;;;3x4x4;Organico;17.0;;;
978;BILLY / MORLIDEN;1416000;4;living;;;;3x2x3;Plastico;19.0;;;
979;SINDVIK;100000;5;living;;;;4x5x2;Madera;13.0;;;
980;LAPPVIKEN;30800;1;living;;;;2x5x5;Madera;9.0;;;
981;BESTÅ;20000;1;living;;;;2x7x7;Madera;18.0;;;
982;HISHULT;13600;1;living;;;;4x10x9;Madera;37.0;;;
983;BAGGANÄS;40000;4;living;;;;9x4x2;Madera;4.0;;;
984;KLACKBERG;28000;3;living;;;;2x9x8;Plastico;43.0;;;
985;KALLVIKEN;108000;1;living;;;;7x2x2;Madera;45.0;;;
986;HÄLLAN;300000;3;living;;;;9x8x6;Madera;24.0;;;
987;ENERYDA;13600;3;living;;;;6x6x4;Reciclado;5.0;;;
988;BESTÅ;180000;2;living;;;;1x9x6;Madera;21.0;;;
989;BESTÅ;88000;1;living;;;;1x3x5;Plastico;27.0;;;
990;HÄLLAN;1120000;3;living;;;;4x5x1;Plastico;5.0;;;
991;HANVIKEN;60000;3;living;;;;6x1x2;Madera;20.0;;;
992;BESTÅ;380000;1;living;;;;3x5x1;Reciclado;36.0;;;
993;HAVSTA;1232000;3;living;;;;9x7x5;Reciclado;20.0;;;
994;BEKANT;800000;2;living;;;;2x9x5;Organico;25.0;;;
995;BAGGANÄS;21600;5;living;;;;6x2x5;Organico;27.0;;;
996;BEKANT;755200;1;living;;;;6x8x9;Reciclado;34.0;;;
997;HÄLLAN;2220000;3;living;;;;7x3x6;Plastico;26.0;;;
998;BILLY / OXBERG;1096000;5;living;;;;3x3x2;Madera;21.0;;;
999;BESTÅ;792000;5;living;;;;7x10x5;Reciclado;7.0;;;
1000;VASSVIKEN;60000;4;living;;;;2x4x9;Madera;7.0;;;
1001;BESTÅ;2184000;3;living;;;;2x9x8;Reciclado;41.0;;;
1002;MÖLLARP;13600;4;living;;;;10x6x6;Plastico;35.0;;;
1003;BESTÅ;60000;5;living;;;;7x9x6;Organico;33.0;;;
1004;BAGGANÄS;21600;1;living;;;;9x6x9;Organico;32.0;;;
1005;SINDVIK;120000;5;living;;;;3x9x8;Plastico;6.0;;;
1006;KALLRÖR;36000;3;living;;;;8x4x4;Reciclado;25.0;;;
1007;RIKSVIKEN;180000;2;living;;;;2x6x2;Reciclado;9.0;;;
1008;NOTVIKEN;80000;1;living;;;;4x6x6;Madera;27.0;;;
1009;LAXVIKEN;140000;5;living;;;;3x3x10;Madera;19.0;;;
1010;BESTÅ;1176000;2;living;;;;5x10x1;Plastico;6.0;;;
1011;MALSJÖ;1212800;5;living;;;;9x10x6;Organico;18.0;;;
1012;BESTÅ;120000;1;living;;;;5x3x7;Madera;14.0;;;
1013;BJÄRRED;39200;3;living;;;;5x8x9;Plastico;33.0;;;
1014;HÄLLAN;480000;5;living;;;;1x7x10;Organico;19.0;;;
1015;BESTÅ;2168000;5;living;;;;2x5x9;Organico;44.0;;;
1016;LIXHULT;554400;5;living;;;;7x9x10;Organico;31.0;;;
1017;HAVSTA;2384000;5;living;;;;3x9x5;Organico;29.0;;;
1018;SELSVIKEN;48000;4;living;;;;10x7x3;Plastico;19.0;;;
1019;BESTÅ;80000;3;living;;;;9x8x2;Reciclado;50.0;;;
1020;BESTÅ;1864000;2;living;;;;6x8x7;Reciclado;38.0;;;
1021;HAVSTA;2944000;5;living;;;;7x8x9;Plastico;25.0;;;
1022;EKET;898400;4;living;;;;9x10x5;Madera;29.0;;;
1023;HAVSTA;1116000;3;living;;;;1x6x6;Madera;49.0;;;
1024;BESTÅ / EKET;1375200;4;living;;;;10x8x3;Reciclado;12.0;;;
1025;BESTÅ;2672000;3;living;;;;7x4x2;Reciclado;37.0;;;
1026;HAVSTA;3816000;5;living;;;;3x9x9;Reciclado;34.0;;;
1027;LIXHULT;237600;5;living;;;;9x9x2;Organico;22.0;;;
1028;BEKANT;831200;5;living;;;;3x3x10;Reciclado;3.0;;;
1029;BEKANT;960000;3;living;;;;1x2x5;Plastico;7.0;;;
1030;BILLY / OXBERG;1388000;2;living;;;;10x2x9;Madera;14.0;;;
1031;HÄLLAN;1400000;4;living;;;;3x4x6;Madera;36.0;;;
1032;UPPLEVA;116000;5;living;;;;1x1x10;Madera;47.0;;;
1033;BILLSBRO;20000;2;living;;;;1x5x9;Organico;22.0;;;
1034;BILLSBRO;15200;2;living;;;;6x4x4;Plastico;32.0;;;
1035;KALLVIKEN;136000;2;living;;;;6x7x10;Organico;49.0;;;
1036;HACKÅS;40000;1;living;;;;2x9x3;Madera;12.0;;;
1037;ORRNÄS;23200;3;living;;;;9x1x9;Reciclado;14.0;;;
1038;BILLSBRO;28000;3;living;;;;4x4x8;Reciclado;14.0;;;
1039;MOSSARYD;23200;2;living;;;;4x8x1;Reciclado;30.0;;;
1040;ORRNÄS;13600;1;living;;;;10x5x9;Organico;14.0;;;
1041;SKÄRHAMN;31200;5;living;;;;6x8x2;Madera;45.0;;;
1042;HEMNES;2132800;4;living;;;;1x1x3;Plastico;35.0;;;
1043;IDÅSEN;1076000;5;living;;;;8x9x9;Madera;13.0;;;
1044;KALLRÖR;28000;3;living;;;;9x1x4;Madera;13.0;;;
1045;GALANT;1216000;3;living;;;;7x10x2;Madera;27.0;;;
1046;BAGGANÄS;17600;3;living;;;;2x10x2;Madera;34.0;;;
1047;EKET;36000;4;living;;;;8x6x8;Organico;19.0;;;
1048;GLASSVIK;156000;1;living;;;;6x3x9;Plastico;50.0;;;
1049;LIXHULT;195200;1;living;;;;5x1x8;Reciclado;9.0;;;
1050;BILLSBRO;36000;4;living;;;;2x4x6;Reciclado;4.0;;;
1051;LIXHULT;928000;5;living;;;;9x4x7;Organico;34.0;;;
1052;BERGHALLA;17600;4;living;;;;9x8x8;Plastico;13.0;;;
1053;HAVSTA;2020000;3;living;;;;1x5x6;Plastico;24.0;;;
1054;BILLSBRO;55200;1;living;;;;3x3x3;Organico;31.0;;;
1055;HÄLLAN;40000;1;living;;;;3x4x8;Reciclado;36.0;;;
1056;STOCKVIKEN;168000;2;living;;;;5x8x10;Madera;3.0;;;
1057;BESTÅ / EKET;1262400;5;living;;;;2x8x5;Plastico;24.0;;;
1058;EKET;100000;4;living;;;;7x7x4;Plastico;46.0;;;
1059;EKET;307200;3;living;;;;4x6x8;Madera;19.0;;;
1060;IDÅSEN;1000000;2;living;;;;3x1x9;Reciclado;31.0;;;
1061;SULARP;36400;2;living;;;;4x7x5;Madera;31.0;;;
1062;VASSVIKEN;80000;5;living;;;;1x9x9;Madera;47.0;;;
1063;LIXHULT;816000;1;living;;;;3x9x9;Madera;2.0;;;
1064;LIXHULT;229600;2;living;;;;7x2x5;Plastico;30.0;;;
1065;HAVSTA;1832000;4;living;;;;6x8x4;Plastico;40.0;;;
1066;HAVSTA;80000;3;living;;;;3x4x3;Plastico;33.0;;;
1067;GALANT;1816000;2;living;;;;3x9x3;Plastico;38.0;;;
1068;BAGGANÄS;28000;4;living;;;;5x3x2;Plastico;25.0;;;
1069;HISHULT;28000;4;living;;;;8x5x8;Reciclado;14.0;;;
1070;BILLSBRO;12000;5;living;;;;3x7x2;Madera;13.0;;;
1071;BESTÅ;12000;3;living;;;;3x8x9;Plastico;8.0;;;
1072;HACKÅS;13600;1;living;;;;1x2x9;Plastico;1.0;;;
1073;MALSJÖ;1020800;3;living;;;;9x3x9;Madera;16.0;;;
1074;HANVIKEN;80000;1;living;;;;6x2x5;Reciclado;25.0;;;
1075;MOSSARYD;23200;2;living;;;;10x5x6;Organico;36.0;;;
1076;ÖSTERNÄS;56000;3;living;;;;9x9x10;Madera;24.0;;;
1077;BESTÅ;712000;1;living;;;;4x6x6;Plastico;43.0;;;
1078;EKET;111200;4;living;;;;5x7x3;Reciclado;7.0;;;
1079;BESTÅ;1080000;5;living;;;;4x9x8;Organico;20.0;;;
1080;BEKANT;751200;4;living;;;;2x10x3;Reciclado;6.0;;;
1081;BEKANT;1080000;3;living;;;;3x2x5;Reciclado;28.0;;;
1082;TIMMERVIKEN;48000;5;living;;;;4x2x10;Reciclado;15.0;;;
1083;EKET;168000;1;living;;;;8x2x9;Plastico;38.0;;;
1084;HAVSTA;1788000;3;living;;;;7x2x3;Reciclado;43.0;;;
1085;VASSVIKEN;120000;2;living;;;;4x9x9;Organico;37.0;;;
1086;BESTÅ;2108000;4;living;;;;9x2x8;Organico;46.0;;;
1087;EKET;621600;2;living;;;;3x9x4;Reciclado;17.0;;;
1088;UPPLEVA;159200;3;living;;;;1x9x6;Madera;35.0;;;
1089;NOTVIKEN;92000;2;living;;;;9x7x3;Madera;1.0;;;
1090;BEKANT;884000;4;living;;;;5x2x3;Reciclado;9.0;;;
1091;BILLSBRO;39200;4;living;;;;7x1x1;Plastico;48.0;;;
1092;GALANT;2512000;5;living;;;;7x8x5;Reciclado;30.0;;;
1093;HANVIKEN;40000;1;living;;;;2x9x1;Reciclado;24.0;;;
1094;GALANT;2592000;3;living;;;;8x8x9;Organico;12.0;;;
1095;NORRÅKER;236000;1;living;;;;8x9x1;Organico;4.0;;;
1096;NORRÅKER;116000;4;living;;;;10x2x5;Madera;34.0;;;
1097;NORRÅKER;476800;3;living;;;;7x1x9;Organico;9.0;;;
1098;STENSELE;360000;1;living;;;;10x8x5;Madera;10.0;;;
1099;STENSELE;360000;5;living;;;;8x10x6;Organico;26.0;;;
1100;NORRÅKER / NORRÅKER;1108000;1;living;;;;5x10x8;Madera;1.0;;;
1101;NORRÅKER;316000;2;living;;;;4x4x8;Reciclado;6.0;;;
1102;NORRÅKER;380800;1;living;;;;6x7x7;Reciclado;49.0;;;
1103;JANINGE;476000;5;living;;;;9x9x3;Plastico;20.0;;;
1104;STENSELE;440000;3;living;;;;10x5x1;Madera;41.0;;;
1105;LEIFARNE;220000;2;living;;;;2x7x1;Madera;12.0;;;
1106;STENSELE / RÖNNINGE;912000;2;living;;;;4x10x10;Plastico;50.0;;;
1107;JANINGE;144000;3;living;;;;1x8x8;Plastico;15.0;;;
1108;NORRARYD;316000;1;living;;;;1x1x4;Plastico;24.0;;;
1109;RÖNNINGE;276000;5;living;;;;10x4x8;Reciclado;37.0;;;
1110;YNGVAR;319200;2;living;;;;1x9x10;Madera;30.0;;;
1111;STENSELE / RÖNNINGE;912000;3;living;;;;10x3x7;Reciclado;23.0;;;
1112;JANINGE;180000;2;living;;;;10x8x5;Madera;47.0;;;
1113;NORRÅKER / NORRARYD;1108000;1;living;;;;2x6x9;Reciclado;32.0;;;
1114;JANINGE;476000;4;living;;;;1x7x9;Reciclado;15.0;;;
1115;STENSELE / NORRARYD;1072000;5;living;;;;4x5x2;Reciclado;13.0;;;
1116;SVENBERTIL;220000;5;living;;;;10x2x4;Plastico;20.0;;;
1117;YNGVAR;316000;3;living;;;;1x6x8;Plastico;3.0;;;
1118;YNGVAR;380000;2;living;;;;7x1x4;Madera;32.0;;;
1119;LEIFARNE;220000;3;living;;;;10x10x9;Madera;42.0;;;
1120;JANINGE;180000;1;living;;;;10x2x7;Madera;39.0;;;
1121;MELLTORP / ADDE;143200;1;living;;;;10x6x4;Organico;41.0;;;
1122;MALINDA;20000;2;living;;;;4x1x7;Organico;33.0;;;
1123;BINGSTA;476000;2;living;;;;9x5x1;Organico;25.0;;;
1124;SKRUVSTA;436000;3;living;;;;9x4x9;Organico;22.0;;;
1125;LOBERGET / BLYSKÄR;124000;3;living;;;;2x7x7;Madera;7.0;;;
1126;STRANDMON;796000;3;living;;;;6x8x7;Reciclado;7.0;;;
1127;RENBERGET;140000;5;living;;;;7x1x4;Plastico;46.0;;;
1128;SNILLE;100000;2;living;;;;8x5x3;Plastico;39.0;;;
1129;PELLO;156000;1;living;;;;1x5x1;Madera;17.0;;;
1130;MILLBERGET;280000;3;living;;;;6x2x2;Madera;5.0;;;
1131;FANBYN;236000;2;living;;;;3x5x7;Organico;3.0;;;
1132;FLINTAN / NOMINELL;296000;5;living;;;;1x10x4;Organico;41.0;;;
1133;EKOLSUND;1116000;3;living;;;;9x8x6;Reciclado;23.0;;;
1134;NILSOVE;316000;3;living;;;;7x10x2;Plastico;42.0;;;
1135;AGEN;196000;2;living;;;;2x10x7;Madera;15.0;;;
1136;ADDE;32000;1;living;;;;3x4x3;Reciclado;23.0;;;
1137;SKÅLBERG / SPORREN;152000;3;living;;;;4x3x8;Reciclado;4.0;;;
1138;MARIUS;20000;5;living;;;;6x1x3;Madera;19.0;;;
1139;MOLTE;55200;2;living;;;;5x3x4;Reciclado;29.0;;;
1140;GUNDE;24000;2;living;;;;9x4x1;Plastico;47.0;;;
1141;ÖRFJÄLL;156000;5;living;;;;6x7x8;Reciclado;18.0;;;
1142;NOLMYRA;140000;1;living;;;;2x4x7;Organico;21.0;;;
1143;LÅNGFJÄLL;556000;4;living;;;;1x3x2;Organico;35.0;;;
1144;STRANDMON;396000;3;living;;;;1x4x8;Madera;13.0;;;
1145;GRÖNADAL;636000;5;living;;;;6x4x1;Organico;47.0;;;
1146;INGOLF;156000;2;living;;;;5x7x3;Reciclado;21.0;;;
1147;KARLJAN;100000;1;living;;;;8x7x2;Madera;4.0;;;
1148;BLECKBERGET;200000;2;living;;;;2x1x2;Madera;11.0;;;
